Survey ID,Room Rate Clean,Room Number Clean,Room Type Clean,Survey language,Arrival Date,Departure Date,Loyalty Program Tier,Mobile Check-In,Intent to Recommend (Property),Cleanliness,Staff Service,Food and Beverage,Maintenance and Upkeep,Design and Décor,Overall Score
5338,142,417,GD,English,12/18/2021,12/19/2021,Silver,Yes,2,7,5,,4,,1
5339,142,1621,CK,English,12/16/2021,12/19/2021,Platinum,Yes,2,3,,,3,,1
5341,149,617,GD,English,12/18/2021,12/19/2021,Non-Member,No,10,10,10,10,10,,5
5343,161,1011,GK,English,12/14/2021,12/15/2021,Titanium,No,10,10,10,10,10,,5
5349,140.6,1624,CK,English,12/13/2021,12/18/2021,Member,Yes,10,10,10,10,10,,5
5350,125.1,812,GK,English,12/16/2021,12/17/2021,Member,No,10,10,10,,10,,5
5352,149,410,GD,English,12/9/2021,12/13/2021,Member,No,10,10,10,10,10,,5
5354,139,1116,GD,English,12/12/2021,12/13/2021,Non-Member,No,10,10,10,,10,,5
5356,125,622,GD,English,12/12/2021,12/13/2021,Member,Yes,8,6,6,,8,,4
5361,129.6,1218,GK,English,12/13/2021,12/15/2021,Non-Member,No,9,,9,8,9,,4.5
5363,100,205,GD,English,12/10/2021,12/12/2021,Member,No,10,10,10,10,10,,5
5364,138.6,803,GK,English,12/13/2021,12/14/2021,Non-Member,Yes,10,10,10,10,10,,5
5366,170,1607,CK,English,12/10/2021,12/11/2021,Silver,Yes,10,9,9,9,10,,5
5367,142,1120,GK,English,12/14/2021,12/15/2021,Silver,No,9,9,8,8,8,,4.5
5370,164,1414,GD,English,12/3/2021,12/5/2021,Gold,No,9,9,9,9,9,,4.5
5372,127,1714,CD,English,12/9/2021,12/10/2021,Titanium,Yes,10,10,10,,9,,5
5373,146,815,GD,English,12/9/2021,12/10/2021,Platinum,Yes,10,9,9,8,9,,5
5376,156.6,1224,GK,English,12/10/2021,12/11/2021,Member,No,8,10,9,8,9,,4
5377,155,1218,GK,English,12/7/2021,12/8/2021,Member,No,9,10,10,9,10,,4.5
5378,135,1002,GK,English,12/10/2021,12/12/2021,Member,No,10,10,10,5,10,,5
5379,133.5,1123,GD,English,12/7/2021,12/9/2021,Member,No,10,10,10,10,10,,5
5380,146,1112,GK,English,12/8/2021,12/10/2021,Gold,Yes,10,9,10,9,9,,5
5385,156,1008,GD,English,12/4/2021,12/6/2021,Silver,No,9,8,9,7,9,,4.5
5386,140.8,1010,GD,English,12/6/2021,12/11/2021,Non-Member,No,10,10,8,8,10,,5
5387,134,1204,GK,English,12/10/2021,12/11/2021,Gold,Yes,10,8,8,8,8,,5
5389,149,1211,GK,English,12/5/2021,12/9/2021,Titanium,Yes,10,8,9,8,7,,5
5390,149,1424,GK,English,12/6/2021,12/10/2021,Member,Yes,8,9,10,,9,,4
5393,142,317,HS,English,12/6/2021,12/10/2021,Titanium,Yes,10,10,10,10,10,,5
5395,152,1020,GK,English,12/3/2021,12/5/2021,Member,No,8,10,10,5,10,,4
5396,131.2,210,GD,English,12/3/2021,12/5/2021,Non-Member,No,9,,,,,,4.5
5397,149,1611,CK,English,12/5/2021,12/10/2021,Ambassador,Yes,1,8,1,8,8,,0.5
5398,159,1224,GK,English,12/4/2021,12/5/2021,Non-Member,No,10,10,10,10,10,,5
5401,137,1108,GD,English,12/1/2021,12/3/2021,Member,Yes,9,8,10,9,8,,4.5
5403,161,819,GD,English,12/4/2021,12/5/2021,Member,Yes,8,10,10,9,10,,4
5404,152,1007,GD,English,12/6/2021,12/7/2021,Gold,No,10,10,10,10,10,,5
5405,125,1717,CD,English,12/3/2021,12/5/2021,Titanium,Yes,10,9,10,10,9,,5
5407,148,701,GK,English,11/29/2021,12/3/2021,Gold,No,7,10,10,8,7,,3.5
5408,143.2,601,GK,English,12/3/2021,12/5/2021,Non-Member,No,3,6,8,10,3,,1.5
5410,125,1102,GK,English,11/21/2021,11/22/2021,Non-Member,No,10,10,5,10,5,,5
5411,161,1022,GK,English,12/3/2021,12/4/2021,Silver,No,10,10,10,9,10,,5
5414,159,304,GK,English,12/3/2021,12/4/2021,Non-Member,No,9,9,9,9,9,,4.5
5415,101.25,803,GK,English,12/2/2021,12/5/2021,Titanium,No,10,10,10,10,10,,5
5416,165.6,302,GK,English,12/4/2021,12/5/2021,Member,No,10,10,10,10,10,,5
5417,119.5,823,GD,English,12/2/2021,12/5/2021,Titanium,Yes,9,9,10,10,9,,4.5
5418,147.6,1225,GK,English,12/2/2021,12/3/2021,Gold,Yes,3,1,10,5,1,,1.5
5419,142,724,GK,English,12/4/2021,12/5/2021,Silver,Yes,1,1,1,1,1,,0.5
5422,180.67,1202,GK,English,11/25/2021,11/29/2021,Member,Yes,10,10,10,10,10,,5
5425,159,1723,CK,English,11/24/2021,11/25/2021,Non-Member,No,10,10,10,,10,,5
5426,151,920,GD,English,12/3/2021,12/4/2021,Member,No,7,9,10,3,8,,3.5
5428,151,1207,GD,English,12/3/2021,12/4/2021,Gold,No,10,10,10,10,10,,5
5429,152,701,GK,English,12/3/2021,12/4/2021,Non-Member,No,3,9,9,,4,,1.5
5430,169,1720,CK,English,12/1/2021,12/3/2021,Silver,Yes,10,10,10,10,10,,5
5434,165,1007,GD,English,11/26/2021,11/28/2021,Member,Yes,1,1,5,5,1,,0.5
5436,175.5,307,HS,English,12/1/2021,12/2/2021,Member,No,8,9,10,6,9,,4
5440,165,316,GD,English,11/26/2021,11/28/2021,Member,No,9,9,9,8,9,,4.5
5441,126.4,1718,CK,English,11/18/2021,11/29/2021,Gold,No,10,10,10,10,8,,5
5444,224,1204,GK,English,11/22/2021,11/30/2021,Non-Member,No,9,9,9,6,9,,4.5
5445,212,1708,CK,English,11/25/2021,11/26/2021,Titanium,No,9,9,10,9,9,,4.5
5446,184.53,704,GD,English,11/24/2021,11/28/2021,Non-Member,No,10,8,10,8,8,,5
5447,161,1616,CK,English,11/27/2021,11/28/2021,Gold,Yes,10,10,10,10,10,,5
5451,159,512,GD,English,11/25/2021,11/28/2021,Member,Yes,10,8,10,10,9,,5
5453,165,415,GD,English,11/26/2021,11/28/2021,Non-Member,No,10,10,10,10,10,,5
5455,207.5,822,GK,English,11/25/2021,11/28/2021,Member,Yes,2,1,,,1,,1
5456,143,1008,GD,English,11/27/2021,11/28/2021,Non-Member,No,10,10,10,,10,,5
5458,140,1108,GD,English,11/14/2021,11/17/2021,Member,No,4,5,7,7,7,,2
5459,140.53,519,GD,English,11/20/2021,11/24/2021,Non-Member,No,9,6,9,7,9,,4.5
5463,129,1219,GD,English,11/19/2021,11/21/2021,Gold,Yes,10,9,10,10,8,,5
5465,136,503,GD,English,11/21/2021,11/23/2021,Member,No,1,3,3,8,5,,0.5
5466,183.6,1118,GD,English,11/23/2021,11/26/2021,Platinum,Yes,9,10,10,10,6,,4.5
5467,121.87,620,GD,English,11/20/2021,11/22/2021,Non-Member,No,9,9,10,9,9,,4.5
5468,153.87,1115,GD,English,11/24/2021,11/27/2021,Silver,No,9,7,9,8,7,,4.5
5470,147.2,1624,CK,English,11/21/2021,11/25/2021,Non-Member,No,8,,,,,,4
5472,212,1618,CK,English,11/25/2021,11/26/2021,Member,No,9,10,9,,9,,4.5
5474,155.2,821,GD,English,11/24/2021,11/26/2021,Non-Member,No,5,8,9,10,8,,2.5
5476,189,1114,GD,English,11/21/2021,11/24/2021,Non-Member,No,5,9,8,6,,,2.5
5477,146,914,GD,English,11/23/2021,11/24/2021,Silver,No,9,8,10,7,8,,4.5
5478,171.2,1218,GK,English,11/19/2021,11/21/2021,Non-Member,No,9,9,9,9,9,,4.5
5480,147.2,605,GD,English,11/22/2021,11/25/2021,Non-Member,No,10,10,10,10,10,,5
5481,129,604,GD,English,11/19/2021,11/21/2021,Member,Yes,6,8,5,7,8,,3
5487,151,802,GK,English,11/19/2021,11/20/2021,Silver,No,10,10,10,10,10,,5
5489,135.2,1014,GD,English,11/19/2021,11/21/2021,Non-Member,No,10,10,10,10,10,,5
5492,147.6,924,GK,English,11/14/2021,11/19/2021,Non-Member,No,8,10,8,8,10,,4
5494,118,1702,CK,English,11/22/2021,11/23/2021,Titanium,No,6,7,7,9,6,,3
5495,123.2,812,GK,English,11/21/2021,11/23/2021,Non-Member,No,9,10,10,5,10,,4.5
5496,143.67,1204,GK,English,11/18/2021,11/21/2021,Titanium,No,10,10,10,9,10,,5
5497,149,909,GK,English,11/22/2021,11/23/2021,Silver,No,10,10,10,10,8,,5
5498,164,820,GD,English,11/19/2021,11/21/2021,Gold,No,10,10,10,9,9,,5
5503,148.5,1521,CK,English,11/20/2021,11/22/2021,Gold,No,10,10,10,10,10,,5
5504,174.6,1523,CD,English,11/17/2021,11/18/2021,Gold,No,8,9,10,,10,,4
5505,127.2,324,GK,English,11/20/2021,11/22/2021,Non-Member,No,10,10,10,9,10,,5
5506,125,1225,GK,English,11/21/2021,11/22/2021,Silver,Yes,8,8,8,8,8,,4
5507,127,710,GDA,English,11/21/2021,11/22/2021,Member,No,10,10,10,9,10,,5
5509,229,1025,GK,English,11/13/2021,11/14/2021,Non-Member,No,2,1,4,5,1,,1
5511,145,216,GD,English,11/12/2021,11/14/2021,Non-Member,No,7,6,8,8,8,,3.5
5512,146.5,1009,GK,English,11/18/2021,11/21/2021,Member,No,10,10,10,10,10,,5
5517,196.88,919,GD,English,11/11/2021,11/13/2021,Non-Member,No,8,9,9,8,9,,4
5522,187.66,1502,CK,English,11/13/2021,11/16/2021,Non-Member,No,10,10,10,10,10,,5
5525,137.5,1508,CK,English,11/15/2021,11/18/2021,Titanium,Yes,10,10,10,9,10,,5
5526,162,411,GD,English,11/14/2021,11/15/2021,Member,No,10,10,10,10,10,,5
5527,161,325,GK,English,11/14/2021,11/19/2021,Gold,No,10,10,10,10,10,,5
5530,218,824,GK,English,11/13/2021,11/14/2021,Member,No,1,5,5,1,5,,0.5
5531,189,615,GD,English,11/13/2021,11/14/2021,Silver,No,10,10,10,8,10,,5
5532,284,710,GDA,English,11/13/2021,11/14/2021,Member,No,10,10,10,,10,,5
5534,149,1725,CK,English,11/17/2021,11/18/2021,Platinum,Yes,10,10,10,10,10,,5
5535,224.1,605,GD,English,11/12/2021,11/14/2021,Gold,No,10,10,10,10,10,,5
5536,135,1706,CK,English,11/15/2021,11/16/2021,Titanium,Yes,10,9,10,10,10,,5
5540,156,1619,CK,English,11/15/2021,11/17/2021,Ambassador,No,10,9,10,10,9,,5
5541,143,818,GK,English,11/15/2021,11/17/2021,Member,No,9,8,10,10,10,,4.5
5544,172,1216,GK,English,11/7/2021,11/12/2021,Member,Yes,10,10,10,10,10,,5
5546,174.9,1605,CK,English,10/23/2021,11/5/2021,Titanium,Yes,10,10,10,10,10,,5
5553,178,404,GD,English,11/12/2021,11/13/2021,Non-Member,No,9,10,8,,10,,4.5
5555,205.67,908,GD,English,11/11/2021,11/15/2021,Member,No,3,3,6,8,3,,1.5
5557,190,602,GK,English,11/9/2021,11/12/2021,Member,Yes,10,10,10,10,10,,5
5559,218,1711,ES,English,11/13/2021,11/14/2021,Ambassador,Yes,10,10,10,10,10,,5
5560,219,806,GD,English,11/12/2021,11/14/2021,Non-Member,No,10,9,8,10,9,,5
5561,177.33,1119,GD,English,11/7/2021,11/10/2021,Member,Yes,9,9,9,9,10,,4.5
5565,259,1712,CD,English,11/13/2021,11/14/2021,Non-Member,No,10,10,10,10,10,,5
5567,199,501,GK,English,11/11/2021,11/13/2021,Non-Member,No,8,10,10,,9,,4
5569,185.4,821,GD,English,11/4/2021,11/9/2021,Non-Member,No,6,8,7,3,8,,3
5570,161,1212,GK,English,11/11/2021,11/13/2021,Non-Member,No,10,10,10,5,10,,5
5572,168.3,1709,CK,English,11/7/2021,11/11/2021,Titanium,Yes,10,10,10,10,10,,5
5573,172,824,GK,English,11/8/2021,11/9/2021,Silver,No,9,9,10,,9,,4.5
5576,150.88,1720,CK,English,11/3/2021,11/10/2021,Titanium,No,10,10,10,10,10,,5
5578,195,317,HS,English,11/6/2021,11/7/2021,Platinum,No,10,9,10,10,9,,5
5579,178,1415,GK,English,11/3/2021,11/7/2021,Gold,No,10,10,9,9,10,,5
5580,229,805,GD,English,11/11/2021,11/12/2021,Non-Member,No,9,10,10,10,10,,4.5
5583,195,720,GD,English,11/6/2021,11/7/2021,Non-Member,Yes,9,10,10,8,10,,4.5
5584,185,1507,HS,English,11/4/2021,11/7/2021,Titanium,No,10,10,10,10,10,,5
5585,161,317,HS,English,11/8/2021,11/11/2021,Platinum,No,10,10,10,10,10,,5
5586,175,1023,GD,English,11/10/2021,11/11/2021,Member,Yes,7,7,9,6,6,,3.5
5587,173.67,1604,CK,English,11/6/2021,11/9/2021,Titanium,Yes,9,10,9,,9,,4.5
5590,151.33,903,GK,English,11/2/2021,11/10/2021,Silver,Yes,10,10,10,,10,,5
5592,195,1015,GD,English,11/6/2021,11/7/2021,Member,No,6,4,10,10,5,,3
5594,130.38,1507,HS,English,11/7/2021,11/8/2021,Titanium,Yes,10,10,10,10,10,,5
5595,166,1708,CK,English,10/31/2021,11/2/2021,Silver,No,10,10,10,10,10,,5
5596,169,1001,GK,English,11/7/2021,11/8/2021,Non-Member,No,10,10,10,,10,,5
5597,195,1723,CK,English,11/6/2021,11/7/2021,Titanium,No,10,10,10,10,10,,5
5599,125,1511,CD,English,10/31/2021,11/1/2021,Titanium,Yes,6,7,7,5,6,,3
5601,216,1608,CK,English,11/5/2021,11/7/2021,Gold,Yes,10,10,10,10,10,,5
5603,136,1016,GK,English,11/1/2021,11/2/2021,Member,No,10,10,10,10,10,,5
5604,164.4,1719,CK,English,10/28/2021,11/1/2021,Member,No,10,10,10,9,10,,5
5605,158,1520,CK,English,10/31/2021,11/1/2021,Gold,No,10,10,10,10,10,,5
5607,155.48,1012,GK,English,10/29/2021,11/1/2021,Non-Member,No,9,9,9,9,9,,4.5
5609,162,1117,GD,English,11/3/2021,11/4/2021,Member,Yes,9,10,10,,10,,4.5
5610,183.6,1104,GK,English,10/30/2021,10/31/2021,Member,No,10,10,10,,10,,5
5611,204,904,GK,English,11/5/2021,11/7/2021,Member,No,9,8,9,,8,,4.5
5614,184,1022,GK,English,10/28/2021,10/30/2021,Non-Member,No,10,10,10,10,10,,5
5616,159,1517,CK,English,11/4/2021,11/5/2021,Titanium,No,10,,,,,,5
5619,156.67,1020,GK,English,10/26/2021,10/29/2021,Member,Yes,7,2,8,8,2,,3.5
5621,165.6,324,GK,English,10/27/2021,10/28/2021,Member,No,5,8,2,1,8,,2.5
5623,144,1204,GK,English,10/31/2021,11/2/2021,Titanium,Yes,2,8,1,1,8,,1
5624,146.67,1004,GK,English,10/28/2021,10/31/2021,Member,No,10,10,10,10,10,,5
5626,180.5,323,GK,English,11/4/2021,11/6/2021,Member,No,4,5,6,5,5,,2
5630,175,1621,CK,English,11/4/2021,11/5/2021,Gold,No,3,8,8,7,7,,1.5
5632,159.4,1406,GD,English,10/24/2021,11/5/2021,Titanium,Yes,4,7,8,9,4,,2
5633,134,1114,GD,English,10/29/2021,11/2/2021,Non-Member,No,10,10,10,,10,,5
5635,159.3,1207,GD,English,10/30/2021,11/1/2021,Member,Yes,8,6,9,8,7,,4
5637,99,1421,GK,English,11/3/2021,11/4/2021,Gold,No,10,10,10,,10,,5
5639,181,1604,CK,English,11/2/2021,11/4/2021,Gold,No,10,10,10,10,10,,5
5640,161,1017,GD,English,10/28/2021,10/31/2021,Silver,No,3,10,10,10,9,,1.5
5642,159,1714,CD,English,10/31/2021,11/1/2021,Member,No,10,10,10,,10,,5
5643,149,1024,GK,English,10/22/2021,10/25/2021,Member,No,8,8,9,8,8,,4
5646,174.8,715,GD,English,10/29/2021,10/31/2021,Member,No,8,8,8,8,8,,4
5647,143.65,722,GD,English,10/27/2021,10/28/2021,Titanium,No,9,9,10,8,8,,4.5
5648,183.6,1204,GK,English,10/29/2021,10/31/2021,Non-Member,No,10,10,10,10,10,,5
5650,139.5,819,GD,English,10/28/2021,10/31/2021,Member,No,10,10,10,10,10,,5
5651,146,916,GD,English,10/27/2021,10/28/2021,Silver,No,5,7,9,4,8,,2.5
5654,165.67,1002,GK,English,10/26/2021,10/29/2021,Non-Member,No,1,6,6,1,1,,0.5
5659,161,1207,GD,English,10/26/2021,10/28/2021,Gold,No,10,10,10,10,10,,5
5661,140,818,GK,English,10/25/2021,10/26/2021,Gold,No,10,10,10,3,4,,5
5664,180,1118,GD,English,10/25/2021,10/26/2021,Non-Member,Yes,5,8,6,6,8,,2.5
5672,139.67,1705,CK,English,10/24/2021,10/27/2021,Member,No,10,10,10,10,10,,5
5673,166,824,GK,English,10/26/2021,10/27/2021,Member,No,7,6,8,4,4,,3.5
5675,208,1108,GD,English,10/23/2021,10/24/2021,Member,No,6,8,6,8,8,,3
5676,224.48,223,GD,English,10/22/2021,10/24/2021,Non-Member,No,8,8,10,8,10,,4
5677,178,1705,CK,English,10/21/2021,10/24/2021,Titanium,No,8,10,8,7,9,,4
5678,222.5,1406,GD,English,10/22/2021,10/24/2021,Silver,Yes,9,9,9,1,9,,4.5
5679,201.6,1714,CD,English,10/22/2021,10/24/2021,Member,No,10,10,10,10,10,,5
5682,199,1111,GK,English,10/22/2021,10/23/2021,Member,No,10,10,10,9,10,,5
5683,213,1219,GD,English,10/22/2021,10/24/2021,Titanium,No,8,9,10,10,6,,4
5684,180,711,GD,English,10/22/2021,10/23/2021,Member,Yes,10,10,10,10,10,,5
5686,68.33,1115,GD,English,10/22/2021,10/26/2021,Titanium,Yes,8,9,9,9,9,,4
5687,214,911,GKA,English,10/22/2021,10/24/2021,Non-Member,No,5,4,2,5,5,,2.5
5689,246,422,GD,English,10/23/2021,10/24/2021,Member,No,10,10,10,5,10,,5
5690,162,907,GD,English,10/20/2021,10/22/2021,Member,No,2,5,2,2,3,,1
5692,164.41,908,GD,English,10/17/2021,10/24/2021,Member,No,10,10,10,10,10,,5
5693,170.92,1120,GK,English,10/21/2021,10/25/2021,Non-Member,No,1,5,7,2,5,,0.5
5694,192,1502,CK,English,10/23/2021,10/25/2021,Gold,Yes,9,8,8,8,8,,4.5
5695,166.75,918,GD,English,10/21/2021,10/25/2021,Member,No,8,9,9,8,8,,4
5696,155,1404,GK,English,10/24/2021,10/25/2021,Non-Member,No,8,10,10,10,10,,4
5697,165.5,424,GK,English,10/21/2021,10/25/2021,Member,Yes,10,10,10,10,10,,5
5699,237,216,GD,English,10/23/2021,10/24/2021,Member,No,2,7,7,5,1,,1
5701,178,515,GD,English,10/23/2021,10/24/2021,Member,Yes,1,1,3,2,1,,0.5
5702,206.5,919,GD,English,10/22/2021,10/24/2021,Platinum,No,5,6,5,5,7,,2.5
5703,208,415,GD,English,10/23/2021,10/24/2021,Member,Yes,10,10,10,7,10,,5
5706,206.1,617,GD,English,10/22/2021,10/24/2021,Member,No,10,10,10,8,10,,5
5710,183.6,808,GD,English,10/22/2021,10/23/2021,Member,Yes,10,10,10,,10,,5
5711,165.62,802,GK,English,10/20/2021,10/22/2021,Non-Member,No,9,10,10,10,10,,4.5
5712,189,812,GK,English,10/22/2021,10/23/2021,Member,Yes,5,6,10,,9,,2.5
5713,153.55,1201,GK,English,10/21/2021,10/23/2021,Titanium,Yes,10,10,10,9,10,,5
5714,199,1502,CK,English,10/22/2021,10/23/2021,Non-Member,No,2,,,1,1,,1
5719,161,1018,GD,English,10/18/2021,10/22/2021,Member,Yes,8,2,9,8,4,,4
5720,166.2,912,GK,English,10/13/2021,10/18/2021,Member,No,5,3,9,,3,,2.5
5721,191,1711,ES,English,10/18/2021,10/20/2021,Titanium,No,9,9,9,9,9,,4.5
5724,145,909,GK,English,9/28/2021,10/5/2021,Silver,Yes,10,10,10,8,10,,5
5725,152,1615,CK,English,10/20/2021,10/21/2021,Ambassador,No,1,1,8,1,5,,0.5
5726,207,1423,GK,English,10/16/2021,10/18/2021,Member,No,10,10,10,10,10,,5
5728,167.05,806,GD,English,10/17/2021,10/20/2021,Member,No,10,10,10,10,10,,5
5730,152,1105,GD,English,10/10/2021,10/16/2021,Platinum,No,10,10,10,10,10,,5
5732,229,522,GD,English,10/15/2021,10/16/2021,Non-Member,No,1,8,4,,10,,0.5
5733,177.67,1712,CD,English,10/14/2021,10/18/2021,Titanium,No,10,10,10,10,10,,5
5734,184,719,GD,English,10/15/2021,10/18/2021,Platinum,Yes,6,10,10,10,10,,3
5740,190.5,720,GD,English,10/14/2021,10/17/2021,Member,Yes,7,9,6,,9,,3.5
5742,172,1501,CK,English,10/14/2021,10/15/2021,Member,No,9,9,9,9,9,,4.5
5743,227,616,GD,English,10/14/2021,10/17/2021,Non-Member,No,9,,,,,,4.5
5745,180.67,1121,GK,English,10/15/2021,10/18/2021,Silver,No,10,10,10,,8,,5
5746,162,1502,CK,English,10/11/2021,10/14/2021,Gold,No,5,6,6,,6,,2.5
5747,179,1022,GK,English,10/17/2021,10/18/2021,Non-Member,No,10,9,8,,8,,5
5748,201.6,718,GD,English,10/15/2021,10/17/2021,Member,No,10,8,10,10,10,,5
5749,205.5,1010,GD,English,10/15/2021,10/17/2021,Gold,Yes,8,8,10,6,10,,4
5751,125,914,GD,English,10/15/2021,10/18/2021,Silver,Yes,8,9,10,10,7,,4
5752,237,1524,CK,English,10/15/2021,10/17/2021,Member,Yes,10,10,10,10,10,,5
5753,227,922,GK,English,10/16/2021,10/17/2021,Silver,No,10,10,10,10,10,,5
5754,212,1001,GK,English,10/16/2021,10/17/2021,Member,No,8,8,7,8,7,,4
5755,249,601,GK,English,10/16/2021,10/17/2021,Gold,No,9,9,9,,9,,4.5
5756,255.6,1006,GD,English,10/16/2021,10/17/2021,Non-Member,No,7,8,9,8,7,,3.5
5757,145,308,GD,English,10/1/2021,10/3/2021,Member,No,10,10,10,5,10,,5
5758,274,917,GD,English,10/15/2021,10/17/2021,Silver,Yes,3,3,10,10,3,,1.5
5759,249,507,GD,English,10/16/2021,10/17/2021,Non-Member,No,4,5,8,5,8,,2
5761,145,910,GD,English,10/2/2021,10/3/2021,Member,No,2,1,3,6,1,,1
5763,259,1419,GDA,English,10/15/2021,10/16/2021,Non-Member,No,1,9,2,9,9,,0.5
5764,145,1410,GD,English,10/1/2021,10/3/2021,Titanium,Yes,8,8,5,7,9,,4
5765,166.33,314,GD,English,10/11/2021,10/14/2021,Member,No,10,10,10,10,10,,5
5768,167,905,GD,English,10/13/2021,10/15/2021,Gold,Yes,1,7,8,,5,,0.5
5770,185.25,616,GD,English,10/7/2021,10/11/2021,Member,Yes,3,5,5,7,1,,1.5
5771,161,1716,CK,English,10/8/2021,10/11/2021,Ambassador,No,8,8,7,8,7,,4
5772,190,1115,GD,English,10/8/2021,10/11/2021,Member,No,8,8,8,8,7,,4
5773,181,301,GK,English,10/12/2021,10/13/2021,Member,Yes,9,9,9,7,9,,4.5
5776,155,1108,GD,English,10/11/2021,10/12/2021,Non-Member,No,2,1,1,1,1,,1
5777,140,1705,CK,English,10/13/2021,10/14/2021,Titanium,No,10,10,10,4,5,,5
5778,163,1621,CK,English,10/11/2021,10/14/2021,Platinum,Yes,8,9,10,8,9,,4
5780,149,1718,CK,English,10/13/2021,10/14/2021,Titanium,Yes,10,10,10,10,10,,5
5781,159,904,GK,English,10/10/2021,10/11/2021,Member,No,10,10,10,9,9,,5
5782,145,616,GD,English,9/30/2021,10/3/2021,Member,Yes,10,10,10,10,10,,5
5783,145,1018,GD,English,9/30/2021,10/3/2021,Member,Yes,8,10,10,9,10,,4
5784,155,1204,GK,English,10/10/2021,10/11/2021,Non-Member,No,10,10,10,10,10,,5
5785,181,1620,CK,English,10/7/2021,10/12/2021,Titanium,No,8,7,7,7,7,,4
5786,165,1009,GK,English,10/10/2021,10/13/2021,Non-Member,No,7,9,10,10,7,,3.5
5788,145,1108,GD,English,9/30/2021,10/9/2021,Member,No,10,10,10,6,9,,5
5789,145,501,GK,English,9/30/2021,10/3/2021,Member,No,10,10,10,10,9,,5
5791,232,1225,GK,English,10/8/2021,10/10/2021,Non-Member,No,8,10,9,,8,,4
5792,242,1525,CK,English,10/9/2021,10/10/2021,Member,No,1,4,1,,3,,0.5
5794,177.5,707,GD,English,10/9/2021,10/11/2021,Non-Member,No,8,10,10,10,10,,4
5795,145,1507,HS,English,10/2/2021,10/3/2021,Member,Yes,1,,7,,,,0.5
5796,145,1016,GK,English,9/30/2021,10/3/2021,Member,No,10,10,10,10,10,,5
5797,145,706,GD,English,9/29/2021,10/4/2021,Non-Member,No,10,10,10,10,10,,5
5798,163,924,GK,English,10/9/2021,10/12/2021,Silver,Yes,9,8,9,,6,,4.5
5800,162,1207,GD,English,10/10/2021,10/12/2021,Silver,No,10,10,10,10,10,,5
5801,200.5,1419,GDA,English,10/8/2021,10/12/2021,Non-Member,No,10,10,10,10,10,,5
5802,239,1708,CK,English,10/8/2021,10/10/2021,Non-Member,No,10,10,10,,10,,5
5803,145,408,GD,English,9/30/2021,10/3/2021,Member,Yes,10,10,10,,,,5
5806,145,906,GD,English,9/29/2021,10/4/2021,Member,Yes,8,6,8,3,3,,4
5807,145,614,GD,English,10/1/2021,10/3/2021,Non-Member,No,10,10,10,10,10,,5
5808,162,1004,GK,English,10/10/2021,10/12/2021,Member,No,10,10,10,10,10,,5
5809,145,808,GD,English,10/1/2021,10/3/2021,Non-Member,No,10,10,10,8,10,,5
5810,145,525,GK,English,9/30/2021,10/3/2021,Non-Member,No,9,9,9,9,9,,4.5
5811,145,507,GD,English,9/30/2021,10/3/2021,Member,No,8,9,9,5,8,,4
5812,155,1016,GK,English,10/10/2021,10/12/2021,Member,Yes,6,10,10,,6,,3
5813,179,919,GD,English,10/6/2021,10/8/2021,Non-Member,No,10,10,10,10,10,,5
5814,148.5,623,GD,English,10/8/2021,10/10/2021,Gold,No,10,10,10,9,10,,5
5815,145,608,GD,English,10/1/2021,10/3/2021,Member,Yes,10,10,10,8,10,,5
5819,152,1014,GD,English,10/10/2021,10/11/2021,Member,No,10,10,10,10,10,,5
5822,159,1104,GK,English,10/3/2021,10/6/2021,Non-Member,No,8,8,9,8,8,,4
5825,195.41,423,GD,English,10/7/2021,10/10/2021,Non-Member,No,9,8,10,9,9,,4.5
5826,209,206,GD,English,10/8/2021,10/10/2021,Non-Member,No,10,10,10,,10,,5
5828,170.25,223,GD,English,10/5/2021,10/10/2021,Non-Member,No,6,3,9,7,3,,3
5829,246.6,1607,CK,English,10/9/2021,10/10/2021,Titanium,Yes,1,10,10,10,5,,0.5
5830,192.6,1412,GD,English,10/8/2021,10/10/2021,Non-Member,No,7,5,8,9,6,,3.5
5831,208,501,GK,English,10/8/2021,10/10/2021,Member,Yes,9,9,9,8,9,,4.5
5832,150.5,1109,GK,English,9/30/2021,10/2/2021,Silver,Yes,7,8,8,8,7,,3.5
5834,169,1512,CK,English,10/6/2021,10/8/2021,Titanium,Yes,9,8,9,10,8,,4.5
5836,229,1014,GD,English,10/2/2021,10/3/2021,Member,No,10,10,10,10,10,,5
5838,201.5,1521,CK,English,10/1/2021,10/4/2021,Gold,Yes,10,10,10,,,,5
5839,159,1505,CK,English,10/4/2021,10/6/2021,Platinum,Yes,9,9,8,8,9,,4.5
5840,161.01,924,GK,English,10/4/2021,10/6/2021,Non-Member,No,10,10,10,10,10,,5
5842,148.5,1616,CK,English,10/4/2021,10/6/2021,Titanium,Yes,10,10,10,10,10,,5
5844,147.6,711,GD,English,10/3/2021,10/5/2021,Member,No,10,10,10,,10,,5
5845,174.26,1624,CK,English,10/2/2021,10/5/2021,Non-Member,No,8,8,6,9,8,,4
5846,170,1104,GK,English,10/1/2021,10/2/2021,Titanium,No,9,10,10,10,10,,4.5
5847,139.5,1024,GK,English,10/4/2021,10/6/2021,Member,No,7,10,8,4,9,,3.5
5848,188.1,1604,CK,English,10/4/2021,10/6/2021,Gold,Yes,6,9,10,9,9,,3
